record_id,timestamp,pond_id,day_of_cycle,hour_decimal,time_period,species,pond_volume_m3,stocking_density_kg_m3,biomass_kg,temperature_c,ph,dissolved_oxygen_mg_l,ammonia_mg_l,nitrite_mg_l,turbidity_ntu,feed_kg,aerator_command,aerator_status,aerator_fault,rainfall_mm,water_exchange_pct,sensor_quality_flag,fish_stress_event,risk_next_3h,dataset_split
AQUA-000144,2026-01-07 23:30,P01,3,23.5,night,Nila,52,16.04,834,27.67,7.22,5.99,0.163,0.173,38.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000145,2026-01-08 00:00,P01,4,0,dawn,Nila,52,16.17,841.1,27.04,7.18,5.78,0.167,0.178,34,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000146,2026-01-08 00:30,P01,4,0.5,dawn,Nila,52,16.17,841.1,26.91,7.19,5.75,0.176,0.181,38.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000147,2026-01-08 01:00,P01,4,1,dawn,Nila,52,16.17,841.1,26.81,7.2,5.59,0.205,0.165,32.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000148,2026-01-08 01:30,P01,4,1.5,dawn,Nila,52,16.17,841.1,26.84,7.25,5.57,0.187,0.164,35.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000149,2026-01-08 02:00,P01,4,2,dawn,Nila,52,16.17,841.1,26.62,7.16,5.54,0.175,0.171,36.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000150,2026-01-08 02:30,P01,4,2.5,dawn,Nila,52,16.17,841.1,26.6,7.14,5.39,0.181,0.179,38.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000151,2026-01-08 03:00,P01,4,3,dawn,Nila,52,16.17,841.1,26.72,7.11,5.42,0.175,0.163,34.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000152,2026-01-08 03:30,P01,4,3.5,dawn,Nila,52,16.17,841.1,26.67,7.17,5.65,0.153,0.169,35.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000153,2026-01-08 04:00,P01,4,4,dawn,Nila,52,16.17,841.1,26.85,7.1,5.26,0.175,0.166,34.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000154,2026-01-08 04:30,P01,4,4.5,dawn,Nila,52,16.17,841.1,27.04,7.14,5.38,0.173,0.159,32.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000155,2026-01-08 05:00,P01,4,5,dawn,Nila,52,16.17,841.1,26.92,7.14,5.47,0.174,0.154,32.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000156,2026-01-08 05:30,P01,4,5.5,dawn,Nila,52,16.17,841.1,27.24,7.26,5.75,0.182,0.152,38.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000157,2026-01-08 06:00,P01,4,6,morning,Nila,52,16.17,841.1,27.27,7.28,5.2,0.192,0.145,34,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000158,2026-01-08 06:30,P01,4,6.5,morning,Nila,52,16.17,841.1,27.46,7.24,4.8,0.172,0.159,33.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000159,2026-01-08 07:00,P01,4,7,morning,Nila,52,16.17,841.1,27.67,7.2,4.54,0.194,0.144,38.3,11.09,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000160,2026-01-08 07:30,P01,4,7.5,morning,Nila,52,16.17,841.1,27.62,7.27,5.17,0.164,0.137,35,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000161,2026-01-08 08:00,P01,4,8,morning,Nila,52,16.17,841.1,28.14,7.21,4.97,0.17,0.145,38.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000162,2026-01-08 08:30,P01,4,8.5,morning,Nila,52,16.17,841.1,27.98,7.22,5.25,0.152,0.145,38.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000163,2026-01-08 09:00,P01,4,9,morning,Nila,52,16.17,841.1,28.35,7.36,5.13,0.164,0.148,34.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000164,2026-01-08 09:30,P01,4,9.5,morning,Nila,52,16.17,841.1,28.65,7.43,5.38,0.148,0.129,34,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000165,2026-01-08 10:00,P01,4,10,morning,Nila,52,16.17,841.1,28.81,7.44,5.52,0.179,0.144,37.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000166,2026-01-08 10:30,P01,4,10.5,morning,Nila,52,16.17,841.1,28.86,7.46,6,0.2,0.146,37.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000167,2026-01-08 11:00,P01,4,11,morning,Nila,52,16.17,841.1,28.87,7.44,5.82,0.189,0.153,34,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000168,2026-01-08 11:30,P01,4,11.5,morning,Nila,52,16.17,841.1,29.26,7.52,5.92,0.184,0.145,36.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000169,2026-01-08 12:00,P01,4,12,afternoon,Nila,52,16.17,841.1,29.56,7.49,5.94,0.187,0.141,36.3,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000170,2026-01-08 12:30,P01,4,12.5,afternoon,Nila,52,16.17,841.1,29.78,7.49,6.17,0.156,0.145,35.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000171,2026-01-08 13:00,P01,4,13,afternoon,Nila,52,16.17,841.1,29.81,7.52,6.24,0.207,0.147,34.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000172,2026-01-08 13:30,P01,4,13.5,afternoon,Nila,52,16.17,841.1,29.75,7.49,6.52,0.189,0.15,40.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000173,2026-01-08 14:00,P01,4,14,afternoon,Nila,52,16.17,841.1,29.9,7.6,6.41,0.21,0.135,39.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000174,2026-01-08 14:30,P01,4,14.5,afternoon,Nila,52,16.17,841.1,29.87,7.61,6.46,0.189,0.155,37.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000175,2026-01-08 15:00,P01,4,15,afternoon,Nila,52,16.17,841.1,30.06,7.56,6.15,0.202,0.17,34.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000176,2026-01-08 15:30,P01,4,15.5,afternoon,Nila,52,16.17,841.1,30.08,7.54,6.37,0.184,0.138,39.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000177,2026-01-08 16:00,P01,4,16,afternoon,Nila,52,16.17,841.1,29.99,7.54,6.18,0.174,0.149,37.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000178,2026-01-08 16:30,P01,4,16.5,afternoon,Nila,52,16.17,841.1,30.14,7.63,6.45,0.188,0.148,32.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000179,2026-01-08 17:00,P01,4,17,afternoon,Nila,52,16.17,841.1,29.83,7.56,6.45,0.201,0.138,35,8.05,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000180,2026-01-08 17:30,P01,4,17.5,afternoon,Nila,52,16.17,841.1,29.69,7.49,6.22,0.191,0.161,36.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000181,2026-01-08 18:00,P01,4,18,night,Nila,52,16.17,841.1,29.62,7.52,6.3,0.212,0.135,36.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000182,2026-01-08 18:30,P01,4,18.5,night,Nila,52,16.17,841.1,29.51,7.46,6.14,0.173,0.15,34.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000183,2026-01-08 19:00,P01,4,19,night,Nila,52,16.17,841.1,29.22,7.49,6.09,0.211,0.135,35.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000184,2026-01-08 19:30,P01,4,19.5,night,Nila,52,16.17,841.1,29.06,7.37,6.11,0.197,0.138,38.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000185,2026-01-08 20:00,P01,4,20,night,Nila,52,16.17,841.1,28.58,7.39,5.72,0.185,0.15,30.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000186,2026-01-08 20:30,P01,4,20.5,night,Nila,52,16.17,841.1,28.59,7.41,5.56,0.184,0.148,35.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000187,2026-01-08 21:00,P01,4,21,night,Nila,52,16.17,841.1,28.38,7.31,5.29,0.168,0.154,37.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000188,2026-01-08 21:30,P01,4,21.5,night,Nila,52,16.17,841.1,28.25,7.35,5.05,0.19,0.157,35.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000189,2026-01-08 22:00,P01,4,22,night,Nila,52,16.17,841.1,28.26,7.36,5.49,0.168,0.171,39.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000190,2026-01-08 22:30,P01,4,22.5,night,Nila,52,16.17,841.1,27.84,7.23,5.63,0.196,0.152,30.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000191,2026-01-08 23:00,P01,4,23,night,Nila,52,16.17,841.1,27.56,7.28,5.86,0.176,0.149,34.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000192,2026-01-08 23:30,P01,4,23.5,night,Nila,52,16.17,841.1,27.5,7.25,5.9,0.174,0.157,33.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000193,2026-01-09 00:00,P01,5,0,dawn,Nila,52,16.31,848.2,27.28,7.18,5.8,0.173,0.153,39.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000194,2026-01-09 00:30,P01,5,0.5,dawn,Nila,52,16.31,848.2,27.31,7.13,5.78,0.178,0.148,34.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000195,2026-01-09 01:00,P01,5,1,dawn,Nila,52,16.31,848.2,27.33,7.27,5.53,0.175,0.145,35.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000196,2026-01-09 01:30,P01,5,1.5,dawn,Nila,52,16.31,848.2,27.14,7.26,5.59,0.188,0.143,32.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000197,2026-01-09 02:00,P01,5,2,dawn,Nila,52,16.31,848.2,27.01,7.18,5.63,0.148,0.165,38.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000198,2026-01-09 02:30,P01,5,2.5,dawn,Nila,52,16.31,848.2,27.3,7.17,5.46,0.164,0.159,38.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000199,2026-01-09 03:00,P01,5,3,dawn,Nila,52,16.31,848.2,27.01,7.12,5.13,0.17,0.163,33.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000200,2026-01-09 03:30,P01,5,3.5,dawn,Nila,52,16.31,848.2,27.1,7.12,5.5,0.157,0.18,36.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000201,2026-01-09 04:00,P01,5,4,dawn,Nila,52,16.31,848.2,27.13,7.13,5.64,0.128,0.158,37.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000202,2026-01-09 04:30,P01,5,4.5,dawn,Nila,52,16.31,848.2,27.13,7.11,5.66,0.146,0.154,29.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000203,2026-01-09 05:00,P01,5,5,dawn,Nila,52,16.31,848.2,27.16,7.21,5.6,0.16,0.164,32.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000204,2026-01-09 05:30,P01,5,5.5,dawn,Nila,52,16.31,848.2,27.33,7.21,5.63,0.148,0.159,30.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000205,2026-01-09 06:00,P01,5,6,morning,Nila,52,16.31,848.2,27.23,7.15,5.03,0.133,0.167,38,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000206,2026-01-09 06:30,P01,5,6.5,morning,Nila,52,16.31,848.2,27.76,7.19,4.45,0.142,0.167,29.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000207,2026-01-09 07:00,P01,5,7,morning,Nila,52,16.31,848.2,27.65,7.23,4.85,0.165,0.179,39.9,10.21,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000208,2026-01-09 07:30,P01,5,7.5,morning,Nila,52,16.31,848.2,28.14,7.29,4.79,0.172,0.178,39.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000209,2026-01-09 08:00,P01,5,8,morning,Nila,52,16.31,848.2,28.15,7.3,4.79,0.153,0.155,36.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000210,2026-01-09 08:30,P01,5,8.5,morning,Nila,52,16.31,848.2,28.43,7.3,4.61,0.143,0.177,41.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000211,2026-01-09 09:00,P01,5,9,morning,Nila,52,16.31,848.2,28.41,7.34,5.09,0.182,0.152,34,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000212,2026-01-09 09:30,P01,5,9.5,morning,Nila,52,16.31,848.2,29.06,7.36,5.22,0.174,0.173,38.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000213,2026-01-09 10:00,P01,5,10,morning,Nila,52,16.31,848.2,29.1,7.42,5.33,0.157,0.162,36,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000214,2026-01-09 10:30,P01,5,10.5,morning,Nila,52,16.31,848.2,29.25,7.45,5.54,0.167,0.162,39.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000215,2026-01-09 11:00,P01,5,11,morning,Nila,52,16.31,848.2,29.5,7.47,5.77,0.16,0.161,38.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000216,2026-01-09 11:30,P01,5,11.5,morning,Nila,52,16.31,848.2,29.72,7.49,5.76,0.166,0.171,37.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000217,2026-01-09 12:00,P01,5,12,afternoon,Nila,52,16.31,848.2,29.73,7.51,5.97,0.165,0.173,41.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000218,2026-01-09 12:30,P01,5,12.5,afternoon,Nila,52,16.31,848.2,30.08,7.46,5.63,0.166,0.171,33.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000219,2026-01-09 13:00,P01,5,13,afternoon,Nila,52,16.31,848.2,30.16,7.48,5.92,0.164,0.183,35.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000220,2026-01-09 13:30,P01,5,13.5,afternoon,Nila,52,16.31,848.2,30.18,7.56,5.98,0.18,0.177,39.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000221,2026-01-09 14:00,P01,5,14,afternoon,Nila,52,16.31,848.2,30.17,7.58,6.04,0.163,0.171,36.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000222,2026-01-09 14:30,P01,5,14.5,afternoon,Nila,52,16.31,848.2,30.46,7.63,6.21,0.166,0.176,29.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000223,2026-01-09 15:00,P01,5,15,afternoon,Nila,52,16.31,848.2,30.27,7.59,6.31,0.17,0.171,34.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000224,2026-01-09 15:30,P01,5,15.5,afternoon,Nila,52,16.31,848.2,30.23,7.6,6.12,0.164,0.16,33.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000225,2026-01-09 16:00,P01,5,16,afternoon,Nila,52,16.31,848.2,30.5,7.59,6.58,0.16,0.179,34.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000226,2026-01-09 16:30,P01,5,16.5,afternoon,Nila,52,16.31,848.2,30.26,7.55,6.39,0.168,0.168,34.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000227,2026-01-09 17:00,P01,5,17,afternoon,Nila,52,16.31,848.2,30.12,7.56,6.35,0.203,0.16,35.9,8.08,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000228,2026-01-09 17:30,P01,5,17.5,afternoon,Nila,52,16.31,848.2,29.86,7.51,6.33,0.183,0.163,33.3,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000229,2026-01-09 18:00,P01,5,18,night,Nila,52,16.31,848.2,30.1,7.44,6.04,0.204,0.172,35.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000230,2026-01-09 18:30,P01,5,18.5,night,Nila,52,16.31,848.2,29.78,7.41,5.94,0.211,0.166,39,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000231,2026-01-09 19:00,P01,5,19,night,Nila,52,16.31,848.2,29.36,7.49,5.99,0.212,0.163,37.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000232,2026-01-09 19:30,P01,5,19.5,night,Nila,52,16.31,848.2,29.15,7.44,5.93,0.213,0.172,37.3,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000233,2026-01-09 20:00,P01,5,20,night,Nila,52,16.31,848.2,29.17,7.4,5.93,0.212,0.176,41.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000234,2026-01-09 20:30,P01,5,20.5,night,Nila,52,16.31,848.2,28.98,7.4,5.95,0.22,0.177,37.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000235,2026-01-09 21:00,P01,5,21,night,Nila,52,16.31,848.2,28.78,7.32,5.77,0.2,0.189,38.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000236,2026-01-09 21:30,P01,5,21.5,night,Nila,52,16.31,848.2,28.5,7.31,5.43,0.211,0.168,34.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000237,2026-01-09 22:00,P01,5,22,night,Nila,52,16.31,848.2,28.04,7.3,5.95,0.201,0.174,37.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000238,2026-01-09 22:30,P01,5,22.5,night,Nila,52,16.31,848.2,28.14,7.28,5.98,0.191,0.179,38.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000239,2026-01-09 23:00,P01,5,23,night,Nila,52,16.31,848.2,27.92,7.26,5.94,0.198,0.175,39.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000240,2026-01-09 23:30,P01,5,23.5,night,Nila,52,16.31,848.2,27.49,7.29,6.12,0.19,0.178,34.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000241,2026-01-10 00:00,P01,6,0,dawn,Nila,52,16.45,855.4,27.27,7.24,5.77,0.191,0.178,36.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000242,2026-01-10 00:30,P01,6,0.5,dawn,Nila,52,16.45,855.4,27.27,7.21,5.68,0.202,0.167,37.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000243,2026-01-10 01:00,P01,6,1,dawn,Nila,52,16.45,855.4,27.1,7.16,5.4,0.205,0.17,34.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000244,2026-01-10 01:30,P01,6,1.5,dawn,Nila,52,16.45,855.4,27.18,7.1,5.34,0.226,0.171,34.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000245,2026-01-10 02:00,P01,6,2,dawn,Nila,52,16.45,855.4,27.05,7.16,5.25,0.213,0.166,33.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000246,2026-01-10 02:30,P01,6,2.5,dawn,Nila,52,16.45,855.4,26.94,7.04,5.3,0.172,0.172,38.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000247,2026-01-10 03:00,P01,6,3,dawn,Nila,52,16.45,855.4,26.97,7.12,5.27,0.177,0.177,33,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000248,2026-01-10 03:30,P01,6,3.5,dawn,Nila,52,16.45,855.4,27.09,7.13,5.44,0.202,0.149,35.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000249,2026-01-10 04:00,P01,6,4,dawn,Nila,52,16.45,855.4,26.92,7.16,5.34,0.183,0.156,36.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000250,2026-01-10 04:30,P01,6,4.5,dawn,Nila,52,16.45,855.4,27,7.1,5.01,0.198,0.162,37,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000251,2026-01-10 05:00,P01,6,5,dawn,Nila,52,16.45,855.4,27.26,7.2,5.15,0.198,0.152,34,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000252,2026-01-10 05:30,P01,6,5.5,dawn,Nila,52,16.45,855.4,27.2,7.16,5.34,0.21,0.141,31.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000253,2026-01-10 06:00,P01,6,6,morning,Nila,52,16.45,855.4,27.19,7.23,4.78,0.216,0.157,34.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000254,2026-01-10 06:30,P01,6,6.5,morning,Nila,52,16.45,855.4,27.38,7.23,4.83,0.206,0.152,35,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000255,2026-01-10 07:00,P01,6,7,morning,Nila,52,16.45,855.4,27.76,7.26,4.57,0.194,0.171,39.1,10.47,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000256,2026-01-10 07:30,P01,6,7.5,morning,Nila,52,16.45,855.4,28.11,7.24,5.41,0.198,0.15,37.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-000257,2026-01-10 08:00,P01,6,8,morning,Nila,52,16.45,855.4,28.32,7.2,4.94,0.202,0.157,35.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000258,2026-01-10 08:30,P01,6,8.5,morning,Nila,52,16.45,855.4,28.33,7.3,5.08,0.227,0.152,36.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000259,2026-01-10 09:00,P01,6,9,morning,Nila,52,16.45,855.4,28.56,7.39,5.28,0.22,0.157,40.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000260,2026-01-10 09:30,P01,6,9.5,morning,Nila,52,16.45,855.4,29.05,7.4,5.29,0.225,0.151,35.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000261,2026-01-10 10:00,P01,6,10,morning,Nila,52,16.45,855.4,28.93,7.43,5.26,0.215,0.156,33.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000262,2026-01-10 10:30,P01,6,10.5,morning,Nila,52,16.45,855.4,29.14,7.36,5.45,0.223,0.154,36.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000263,2026-01-10 11:00,P01,6,11,morning,Nila,52,16.45,855.4,29.32,7.43,5.83,0.206,0.177,39.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000264,2026-01-10 11:30,P01,6,11.5,morning,Nila,52,16.45,855.4,29.29,7.51,5.67,0.224,0.165,42.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000265,2026-01-10 12:00,P01,6,12,afternoon,Nila,52,16.45,855.4,29.75,7.44,5.84,0.205,0.147,37.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000266,2026-01-10 12:30,P01,6,12.5,afternoon,Nila,52,16.45,855.4,30.02,7.47,6,0.206,0.15,37.8,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000267,2026-01-10 13:00,P01,6,13,afternoon,Nila,52,16.45,855.4,29.8,7.59,6.04,0.2,0.162,37.2,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000268,2026-01-10 13:30,P01,6,13.5,afternoon,Nila,52,16.45,855.4,30.15,7.5,6.22,0.221,0.152,35.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000269,2026-01-10 14:00,P01,6,14,afternoon,Nila,52,16.45,855.4,30.22,7.48,6.15,0.194,0.137,33.3,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000270,2026-01-10 14:30,P01,6,14.5,afternoon,Nila,52,16.45,855.4,29.97,7.44,6.28,0.176,0.154,37.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000271,2026-01-10 15:00,P01,6,15,afternoon,Nila,52,16.45,855.4,30.32,7.51,6.3,0.194,0.145,34.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000272,2026-01-10 15:30,P01,6,15.5,afternoon,Nila,52,16.45,855.4,30.31,7.56,6.5,0.189,0.146,40.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000273,2026-01-10 16:00,P01,6,16,afternoon,Nila,52,16.45,855.4,30.26,7.58,6.26,0.193,0.14,32.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000274,2026-01-10 16:30,P01,6,16.5,afternoon,Nila,52,16.45,855.4,30.19,7.5,6.43,0.197,0.152,36.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000275,2026-01-10 17:00,P01,6,17,afternoon,Nila,52,16.45,855.4,30.18,7.47,6.16,0.213,0.149,39.9,8.23,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000276,2026-01-10 17:30,P01,6,17.5,afternoon,Nila,52,16.45,855.4,30.12,7.52,6.36,0.209,0.16,36.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000277,2026-01-10 18:00,P01,6,18,night,Nila,52,16.45,855.4,29.78,7.52,6.19,0.222,0.155,39.7,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000278,2026-01-10 18:30,P01,6,18.5,night,Nila,52,16.45,855.4,29.71,7.55,6.09,0.197,0.162,31.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000279,2026-01-10 19:00,P01,6,19,night,Nila,52,16.45,855.4,29.58,7.41,5.87,0.217,0.162,33,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000280,2026-01-10 19:30,P01,6,19.5,night,Nila,52,16.45,855.4,29.12,7.43,5.7,0.199,0.169,40.4,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000281,2026-01-10 20:00,P01,6,20,night,Nila,52,16.45,855.4,28.84,7.42,5.58,0.173,0.146,35.1,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000282,2026-01-10 20:30,P01,6,20.5,night,Nila,52,16.45,855.4,28.74,7.31,5.47,0.207,0.16,35.5,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000283,2026-01-10 21:00,P01,6,21,night,Nila,52,16.45,855.4,28.56,7.37,5.6,0.205,0.164,37.9,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000284,2026-01-10 21:30,P01,6,21.5,night,Nila,52,16.45,855.4,28.2,7.35,5.49,0.207,0.187,40.6,0,OFF,OFF,0,0,0,OK,0,0,TRAIN
AQUA-000285,2026-01-10 22:00,P01,6,22,night,Nila,52,16.45,855.4,28.05,7.25,5.66,0.206,0.167,35.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
